text,language,split
La educación es fundamental para el crecimiento personal y el progreso social en el mundo moderno. Python es un lenguaje de programación de alto nivel conocido por su simplicidad y legibilidad.,spa,train
Cultural diversity enriches communities and promotes understanding between different groups. The quick brown fox jumps over the lazy dog. This is a sample English text for language identification.,eng,val
"L'informatique quantique représente un changement de paradigme dans la puissance computationnelle. La science des données combine statistiques, programmation et expertise du domaine pour extraire des insights.",fra,test
"La science des données combine statistiques, programmation et expertise du domaine pour extraire des insights. L'éducation est fondamentale pour la croissance personnelle et le progrès sociétal dans le monde moderne.",fra,train
Le traitement du langage naturel permet aux ordinateurs de comprendre le langage humain de manière précise. Le renard brun rapide saute par-dessus le chien paresseux. Ceci est un exemple de texte français.,fra,train
El zorro marrón rápido salta sobre el perro perezoso. Este es un ejemplo de texto en español. El aprendizaje automático es un subconjunto de la inteligencia artificial que se enfoca en algoritmos.,spa,train
Python is a high-level programming language known for its simplicity and readability. Space exploration has expanded our understanding of the universe and our place within it.,eng,train
"Internet ha revolucionado la comunicación, el comercio y el acceso a la información a nivel global. El cambio climático es uno de los desafíos más urgentes que enfrenta la humanidad en el siglo XXI.",spa,val
La recherche médicale continue d'améliorer les traitements et la qualité de vie de millions de personnes. L'informatique quantique représente un changement de paradigme dans la puissance computationnelle.,fra,train
"Internet a révolutionné la communication, le commerce et l'accès à l'information à l'échelle mondiale. La démocratie nécessite une participation active des citoyens pour fonctionner efficacement.",fra,train
"The Renaissance was a period of cultural rebirth that transformed European art, literature, and science. The internet has revolutionized communication, commerce, and access to information globally.",eng,train
"The Renaissance was a period of cultural rebirth that transformed European art, literature, and science. Education is fundamental to personal growth and societal progress in the modern world.",eng,train
"Space exploration has expanded our understanding of the universe and our place within it. Data science combines statistics, programming, and domain expertise to extract insights from data.",eng,train
El cambio climático es uno de los desafíos más urgentes que enfrenta la humanidad en el siglo XXI. Python es un lenguaje de programación de alto nivel conocido por su simplicidad y legibilidad.,spa,train
